71,ВАЗ,ВАЗ 2114 и модификации,Серый,2005
72,HONDA,,Серый,2011
73,SKODA,Octavia,Желтый,2014
74,DAEWOO,Gentra,Иные цвета,2013
75,LAND ROVER,Range Rover Sport,Иные цвета,2012
76,YAMAHA,,Серый,2004
77,FORD,Focus,Иные цвета,2009
78,MAN,35,Синий,2003
79,MERCEDES,Actros,Желтый,2007
80,SKODA,Octavia,Серый,2011
81,КАМАЗ,5299,Желтый,2005
82,YAMAHA,YZF,Синий,2001
83,VOLKSWAGEN,Touareg,Иные цвета,2006
84,HONDA,VTX,Красный,2007
85,VOLKSWAGEN,Touran,Желтый,2014
86,MERCEDES,ML,Иные цвета,2008
87,HONDA,CBR,Черный,2007
88,FORD,Transit,Иные цвета,2007
89,AUDI,,Иные цвета,2010
90,AUDI,,Иные цвета,2011
91,HONDA,Civic,Не заполнено,
92,VOLKSWAGEN,Jetta,Черный,2014
93,MERCEDES,GL,Коричневый,2012
94,CHEVROLET,,Иные цвета,2008
95,VOLVO,,Черный,2013
96,TOYOTA,Land Cruiser,Серый,2012
97,MITSUBISHI,Galant,Иные цвета,2001
98,FORD,Focus,Черный,2008
99,Прочие марки легковых ТС,,Иные цвета,2009
100,FAW,A6,Иные цвета,2007
101,NISSAN,Almera,Иные цвета,2002
102,NISSAN,Note,Белый,2013
103,KIA,Sportage,Серый,2013
104,KIA,Carens,Иные цвета,2006
105,KIA,Sportage,Коричневый,2014
106,ГАЗ,"2705  Газель , 27057 и модификации",Многоцветный,2012
107,MERCEDES,,Синий,2000
108,HYUNDAI,Solaris,Желтый,2014
109,INFINITI,,Серый,2008
110,HONDA,,Серый,2004
111,SUBARU,Legacy,Синий,2007
112,CHEVROLET,Lacetti,Красный,2006
113,TOYOTA,Corolla,Серый,2006
114,SUZUKI,Jimny,Серый,2003
115,HYUNDAI,,Синий,2005
116,NISSAN,Qashgai,Черный,2007
117,AUDI,А3,Иные цвета,2015
118,MAZDA,Mazda 3,Синий,2007
119,ВАЗ,,Зеленый,2008
120,FORD,,Черный,2011
121,BMW,,Черный,2014
122,BMW,6er,Черный,2014
123,PGO,,Серый,2008
124,CADILLAC,,Красный,2013
125,ГАЗ,,Серый,2011
126,ВАЗ,Priora,Зеленый,2008
127,CITROEN,C1,Белый,2011
128,SUZUKI,,Иные цвета,2014
129,NISSAN,Juke,Многоцветный,2015
130,FORD,Transit,Иные цвета,2013
131,ВАЗ,ВАЗ 2112 и модификации,Многоцветный,2012
132,FORD,Focus,Черный,2009
133,MAZDA,CX-5,Черный,2012
134,INFINITI,M37,Черный,2013
135,VOLKSWAGEN,Polo,Иные цвета,2013
136,RENAULT,Logan,Иные цвета,2014
137,BMW,1er,Серый,2014
138,NISSAN,X-Trail,Серый,2013
139,ГАЗ,,Белый,2014
140,SKODA,Octavia,Иные цвета,2014
141,КАМАЗ,,Оранжевый,2015
142,MITSUBISHI,Lancer,Синий,2010
143,MAZDA,Mazda 3,Черный,2011
144,KIA,Ceed,Иные цвета,2015
145,FORD,Fiesta,Красный,2006
146,TOYOTA,RAV 4,Красный,2009
147,MERCEDES,GL,Красный,2016
148,KIA,Cerato,Серый,2010
149,ISUZU,,Желтый,2012
150,HYUNDAI,Solaris,Синий,2015
151,NISSAN,Almera,Белый,2014
152,MAZDA,Mazda 3,Черный,2007
153,CADILLAC,Escalade,Черный,2016
154,MITSUBISHI,,Иные цвета,1992
155,KIA,Ceed,Белый,2014
156,VOLVO,XC60,Черный,2012
157,JEEP,Grand Cherokee,Серый,1999
158,ВАЗ,ВАЗ 2115 и модификации,Серый,2001
159,VOLKSWAGEN,Polo,Белый,2015
160,RENAULT,Megane,Белый,2013
161,VOLKSWAGEN,Golf,Черный,2009
162,YAMAHA,,Синий,2008
163,VOLVO,C30,Белый,2007
164,FORD,,Синий,2008
165,CITROEN,,Белый,2014
166,TOYOTA,Land Cruiser,Черный,2015
167,TOYOTA,RAV 4,Иные цвета,1997
168,CHEVROLET,,Желтый,2013
169,ВАЗ,Жигули  ВАЗ-2107 модификации,Иные цвета,1989
170,CITROEN,C4,Иные цвета,2007
171,TOYOTA,,Черный,2013
172,LEXUS,IS,Иные цвета,2003
173,YAMAHA,FZS,Серый,2000
174,МАЗ,,Белый,2006
175,VOLVO,,Иные цвета,2003
176,ГАЗ,,Синий,2012
177,HYUNDAI,Porter,Белый,2009
178,ВАЗ,Жигули  ВАЗ-2104 модификации,Зеленый,1999
179,SKODA,Rapid,Синий,2017
180,KIA,Rio,Черный,2017
181,RENAULT,Symbol,Серый,2006
182,VOLKSWAGEN,Touareg,Коричневый,2011
183,SIMSON,,Красный,2011
184,KIA,Rio,Красный,2013
185,BMW,X6,Черный,2011
186,NISSAN,X-Trail,Черный,2012
187,KIA,Sportage,Иные цвета,2016
188,KIA,Avella,Красный,1999
189,FORD,Focus,Красный,2014
190,KIA,Rio,Коричневый,2016
191,MITSUBISHI,Lancer,Иные цвета,2005
192,DAEWOO,Nexia,Серый,2008
193,BMW,,Белый,2013
194,ACURA,RSX,Серый,2004
195,PEUGEOT,,Белый,2009
196,KIA,,Серый,2013
197,YAMAHA,YZF,Черный,2007
198,HONDA,Accord,Черный,2008
199,OPEL,Astra,Серый,2011
200,TOYOTA,Camry,Серый,2005
201,SUZUKI,,Красный,2007
202,OPEL,Astra,Красный,2012
203,FORD,,Белый,2014
204,ГАЗ,"3302, 33027 и модификации",Белый,2003
205,VOLKSWAGEN,Tiguan,Белый,2016
206,ВАЗ,Largus (Ларгус),Серый,2015
207,RENAULT,Duster,Серый,2013
208,ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",Серый,1999
209,BMW,X5,Серый,2012
210,KIA,Rio,Красный,2016
211,BMW,3er,Черный,2007
212,ВАЗ,ВАЗ 2115 и модификации,Синий,2010
213,CHEVROLET,,Синий,2008
214,ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",Серый,2006
215,,,Красный,
216,OPEL,Astra,Белый,2011
217,CITROEN,Jumper,Белый,2011
218,MERCEDES,ML,Черный,2009
219,MAZDA,Mazda 3,Желтый,2007
220,YAMAHA,FZ,Серый,2007
221,VOLVO,XC70,Иные цвета,2007
222,KIA,Ceed,Зеленый,2009
223,BMW,R 1200,Синий,2012
224,SUBARU,Forester,Черный,2012
225,VOLKSWAGEN,Polo,Красный,2014
226,PEUGEOT,Boxer,Синий,2012
227,SUBARU,Legacy,Серый,2008
228,BMW,X5,Синий,2009
229,VOLKSWAGEN,Golf,Синий,2011
230,NISSAN,Note,Синий,2009
231,MERCEDES,GL,Черный,2016
232,MERCEDES,ML,Иные цвета,2012
233,LAND ROVER,Range Rover,Белый,2013
234,RENAULT,Logan,Серый,2008
235,MERCEDES,E-класс,Белый,2013
236,Прочие марки ТС,,Не заполнено,2014
237,DUCATI,500,Белый,2008
238,OPEL,,Зеленый,1998
239,MERCEDES,,Оранжевый,1992
240,SKODA,Octavia,Желтый,2016
241,JEEP,Grand Cherokee,Черный,2012
242,CHEVROLET,Cruze,Черный,2011
243,КАМАЗ,6520,Оранжевый,2007
244,ЛИАЗ,5292,Белый,2015
245,HONDA,CR-V,Черный,2012
246,INFINITI,QX-серия,Белый,2014
247,BMW,5er,Синий,2009
248,MAZDA,Mazda 3,Серый,2007
249,SKODA,Octavia,Иные цвета,2016
250,LEXUS,RX,Черный,2012
251,KIA,Rio,Белый,2013
252,CITROEN,C4,Черный,2014
253,ВАЗ,Жигули  ВАЗ-2104 модификации,Синий,1996
254,OPEL,Astra,Черный,2007
255,MERCEDES,GL,Черный,2014
256,LEXUS,,Серый,2015
257,MERCEDES,C-класс,Черный,2017
258,DAEWOO,Nexia,Зеленый,1997
259,Прочие марки ТС,,Синий,2012
260,ВАЗ,Жигули  ВАЗ-2107 модификации,Фиолетовый,2005
261,MAZDA,Mazda 6,Черный,2016
262,KIA,,Синий,2002
263,MERCEDES,C-класс,Иные цвета,2006
264,VOLKSWAGEN,Passat,Черный,1996
265,TOYOTA,RAV 4,Черный,2014
266,BMW,5er,Черный,2012
267,NISSAN,X-Trail,Серый,2006
268,VOLKSWAGEN,Polo,Белый,2017
269,VOLKSWAGEN,Tiguan,Коричневый,2016
270,SUZUKI,,Серый,2008
271,ВАЗ,"ВАЗ 2111, 21110 (универсал), 21113, 21114",Черный,2004
272,TOYOTA,Platz,Белый,2000
273,SKODA,Fabia,Красный,2010
274,RENAULT,Sandero,Красный,2011
275,KIA,Rio,Черный,2015
276,RENAULT,Logan,Серый,2013
277,ЛИАЗ,5292,Белый,2013
278,LAND ROVER,Range Rover,Иные цвета,2015
279,FORD,,Серый,2011
280,RENAULT,,Красный,2007
281,VOLVO,XC90,Серый,2008
282,TOYOTA,Corolla,Черный,2007
283,FORD,Focus,Серый,2007
284,BMW,5er,Черный,2013
285,SKODA,Octavia,Красный,2014
286,TOYOTA,RAV 4,Белый,2013
287,SKODA,Octavia,Коричневый,2016
288,HONDA,CR-V,Серый,2013
289,ВАЗ,Largus (Ларгус),Коричневый,2015
290,KIA,Soul,Красный,2017
291,RENAULT,Logan,Желтый,2017
292,PORSCHE,Panamera,Белый,2012
293,RENAULT,Logan,Серый,2007
294,NISSAN,Almera,Желтый,2009
295,HONDA,Civic,Черный,2006
296,VOLKSWAGEN,Amarok,Черный,2012
297,KIA,Rio,Белый,2016
298,RENAULT,Fluence,Многоцветный,2014
299,ВАЗ,"Жигули  ВАЗ-2108, 09 и модификации",Зеленый,2001
300,ВАЗ,Granta (Гранта),Серый,2017
301,SUZUKI,VL,Коричневый,1998
302,NISSAN,Almera,Черный,2006
303,HYUNDAI,Accent,Черный,2007
304,ГАЗ,"3302, 33027 и модификации",Фиолетовый,2008
305,RENAULT,Megane,Серый,2006
306,SUZUKI,Vitara,Красный,2008
307,Прочие марки грузовых ТС,,Желтый,2011
308,ГАЗ,"ГАЗ 3110, 3110-101, 3110-111, 3110-311, 3110-331, 3110-341, 3110-411, 3110-441, 3110-600",Белый,2000
309,HYUNDAI,Solaris,Иные цвета,2011
310,VOLKSWAGEN,Multivan,Черный,2012
311,ВАЗ,,Иные цвета,2011
312,KIA,Rio,Серый,2011
313,TOYOTA,Camry,Иные цвета,2012
314,ВАЗ,Largus (Ларгус),Белый,2016
315,FORD,Focus,Желтый,2016
316,MAN,,Белый,1990
317,CHEVROLET,Lacetti,Многоцветный,2013
318,TOYOTA,Camry,Черный,2012
319,ВАЗ,Largus (Ларгус),Белый,2014
320,КАМАЗ,,Иные цвета,2007
321,HYUNDAI,Getz,Синий,2004
322,KAWASAKI,ZX,Черный,2006
323,HYUNDAI,Solaris,Черный,2013
324,TOYOTA,RAV 4,Черный,1997
325,HONDA,VT,Черный,2007
326,VOLVO,XC90,Красный,2011
327,ЛИАЗ,5292,Белый,2014
328,NISSAN,X-Trail,Черный,2007
329,YAMAHA,,Иные цвета,2015
330,BMW,X5,Серый,2011
331,AUDI,А8,Черный,2011
332,TOYOTA,RAV 4,Белый,2016
333,VOLKSWAGEN,Polo,Белый,2012
334,SUZUKI,,Не заполнено,2012
335,VOLVO,S40,Зеленый,2000
336,MERCEDES,S-класс,Белый,2013
337,TOYOTA,Camry,Иные цвета,2016
338,MERCEDES,C-класс,Синий,2001
339,VOLKSWAGEN,Touareg,Черный,2008
340,TOYOTA,RAV 4,Черный,2010
341,MERCEDES,B-класс,Черный,2014
342,VOLKSWAGEN,Transporter,Красный,2002
343,BMW,X5,Иные цвета,2016
344,TOYOTA,Camry,Черный,2006
345,TOYOTA,Verso,Белый,2012
346,NISSAN,Almera,Синий,2006
347,NISSAN,X-Trail,Серый,2014
348,BMW,X6,Серый,2010
349,OPEL,Astra,Серый,2010
350,FORD,Focus,Черный,2005
351,RENAULT,Sandero,Красный,2011
352,SUZUKI,SX4,Белый,2012
353,TOYOTA,RAV 4,Черный,2014
354,TOYOTA,RAV 4,Белый,2014
355,CHEVROLET,Cruze,Черный,2010
356,УАЗ,,Черный,2010
357,Прочие марки ТС,,Иные цвета,2010
358,TOYOTA,Prius,Серый,2010
359,SKODA,Felicia,Красный,1997
360,ГАЗ,,Белый,2013
361,FORD,Focus,Иные цвета,2007
362,MERCEDES,A-класс,Серый,2009
363,MERCEDES,ML,Черный,2012
364,ВАЗ,"Жигули  ВАЗ-2108, 09 и модификации",Серый,2004
365,HYUNDAI,Sonata,Черный,2008
366,VOLKSWAGEN,Golf,Серый,2005
367,KIA,Ceed,Иные цвета,2013
368,DAEWOO,Matiz,Синий,2002
369,MERCEDES,C-класс,Синий,2012
370,INFINITI,QX56,Иные цвета,2013
371,ВАЗ,"ВАЗ 2111, 21110 (универсал), 21113, 21114",Серый,2001
372,OPEL,Astra,Серый,2013
373,HONDA,CR-V,Черный,2011
374,HYUNDAI,Centenial,Черный,2014
375,GREAT WALL,,Белый,2013
376,SUZUKI,Vitara,Иные цвета,2004
377,BMW,,Серый,2009
378,BMW,,Серый,2008
379,MITSUBISHI,Carisma,Зеленый,2000
380,SKODA,Octavia,Белый,2012
381,VOLKSWAGEN,,Серый,2014
382,VOLKSWAGEN,Polo,Коричневый,2015
383,ROLLS-ROYCE,,Синий,2010
384,RENAULT,Duster,Коричневый,2013
385,,,Черный,
386,VOLKSWAGEN,,Черный,2013
387,AUDI,А6,Черный,2014
388,OPEL,Zafira,Иные цвета,2011
389,MAZDA,,Иные цвета,2006
390,CHEVROLET,,Белый,2012
391,TOYOTA,Camry,Серый,2012
392,AUDI,,Серый,2009
393,NISSAN,X-Trail,Синий,2015
394,TOYOTA,Corolla,Серый,2006
395,NISSAN,Qashgai,Белый,2014
396,GEELY,,Белый,2013
397,TOYOTA,Corolla,Серый,2013
398,FORD,Focus,Белый,2013
399,KIA,,Серый,2015
400,LEXUS,,Красный,2013
401,Datsun,on-DO,Черный,2014
402,LEXUS,IS,Синий,2006
403,FORD,Focus,Коричневый,2013
404,HYUNDAI,Solaris,Черный,2016
405,MERCEDES,Sprinter,Синий,1999
406,HINDUSTAN,Pajero,Серый,2002
407,ЛИАЗ,5292,Белый,2014
408,RENAULT,,Белый,2010
409,OPEL,Astra,Красный,2012
410,HYUNDAI,H-1 Starex,Черный,2016
411,MITSUBISHI,Pajero,Белый,2012
412,MERCEDES,E-класс,Черный,2014
413,NISSAN,Note,Синий,2011
414,КАМАЗ,6520,Оранжевый,2013
415,MITSUBISHI,Space Wagon,Синий,2001
416,,,"",
417,NISSAN,Juke,Черный,2012
418,HYUNDAI,Solaris,Белый,2015
419,LAND ROVER,Range Rover,Черный,2015
420,LAND ROVER,Discovery,Синий,2014
421,HYUNDAI,ix35,Серый,2013
422,MAZDA,CX-5,Красный,2014
423,AUDI,А6,Черный,2014
424,BMW,5er,Черный,2012
425,YAMAHA,,Серый,2005
426,PORSCHE,Cayenne,Черный,2014
427,HYUNDAI,Porter,Синий,2006
428,BMW,3er,Синий,2017
429,KIA,Rio,Иные цвета,2017
430,FORD,Focus,Серый,2007
431,ГАЗ,"3302, 33027 и модификации",Многоцветный,2002
432,VOLKSWAGEN,Polo,Белый,2017
433,AUDI,Q3,Серый,2015
434,VOLVO,XC70,Черный,2014
435,JAC,,Черный,2011
436,ВАЗ,Largus (Ларгус),Коричневый,2015
437,MAZDA,CX-5,Красный,2014
438,ЛИАЗ,5292,Белый,2014
439,Мотоцикл,,Иные цвета,2010
440,ГАЗ,,Желтый,2001
441,NISSAN,Teana,Белый,2012
442,TOYOTA,Avensis,Черный,2003
443,ВАЗ,ВАЗ 2112 и модификации,Иные цвета,2005
444,VOLKSWAGEN,Polo,Желтый,2010
445,ВАЗ,"ВАЗ 2111, 21110 (универсал), 21113, 21114",Черный,2007
446,SKODA,Octavia,Белый,2012
447,VOLKSWAGEN,Golf,Серый,2008
448,MERCEDES,E-класс,Иные цвета,2012
449,МАЗ-МАН,,Белый,2011
450,LEXUS,RX,Иные цвета,2001
451,CHEVROLET,Cruze,Черный,2012
452,FORD,Focus,Белый,2012
453,CHEVROLET,,Иные цвета,2010
454,HYUNDAI,,Иные цвета,2010
455,MAZDA,Mazda 3,Черный,2006
456,FORD,Focus,Иные цвета,2008
457,BMW,3er,Серый,1998
458,КАМАЗ,,Оранжевый,2011
459,FOTON,,Белый,2012
460,TOYOTA,Corolla,Серый,2013
461,CHEVROLET,Cruze,Черный,2014
462,ГАЗ,"ГАЗ 3102, 3102-101, 3102-311",Белый,1998
463,HONDA,Civic,Иные цвета,2008
464,FORD,,Иные цвета,
465,Прочие марки ТС,,Красный,2012
466,MERCEDES,E-класс,Белый,2011
467,YAMAHA,FZ,Иные цвета,2009
468,LEXUS,RX,Красный,2013
469,LEXUS,LX,Черный,2014
470,ВАЗ,Largus (Ларгус),Серый,2014
471,PEUGEOT,206,Красный,2005
472,FORD,Transit,Белый,1992
473,ГАЗ,,Белый,2015
474,VOLKSWAGEN,,Белый,2013
475,VOLKSWAGEN,Passat,Синий,1996
476,NISSAN,X-Trail,Серый,2004
477,TOYOTA,Land Cruiser,Серый,2007
478,BMW,,Белый,2013
479,HYUNDAI,Solaris,Фиолетовый,2013
480,Прочие марки легковых ТС,,Черный,2015
481,BMW,,Серый,2015
482,VOLKSWAGEN,Passat,Серый,1999
483,MAZDA,Mazda 6,Зеленый,2014
484,AUDI,Q7,Черный,2011
485,FORD,Focus,Черный,2010
486,OPEL,Astra,Зеленый,1996
487,HONDA,,Желтый,2006
488,BMW,,Красный,2012
489,TOYOTA,,Белый,1989
490,VOLKSWAGEN,Touran,Серый,2011
491,NISSAN,Qashgai,Черный,2008
492,AUDI,А3,Белый,2013
493,TOYOTA,Highlander,Белый,2014
494,VOLKSWAGEN,Touareg,Черный,2015
495,KIA,Rio,Белый,2013
496,ГАЗ,,Белый,2015
497,MERCEDES,E-класс,Зеленый,1991
498,ВАЗ,"Жигули  ВАЗ-2108, 09 и модификации",Зеленый,2003
499,LEXUS,RX,Зеленый,2007
500,MAZDA,Mazda 3,Черный,2014
501,MITSUBISHI,Outlander,Серый,2013
502,LAND ROVER,Range Rover Sport,Синий,2008
503,CITROEN,Jumply,Белый,2015
504,DAEWOO,Nexia,Зеленый,2002
505,MERCEDES,GL,Черный,2010
506,MAZDA,Mazda 6,Черный,2006
507,AUDI,Q3,Белый,2015
508,CHEVROLET,,Серый,2012
509,DAEWOO,Matiz,Серый,2005
510,OPEL,Zafira,Серый,2011
511,MINI,One,Белый,2009
512,CITROEN,,Белый,2014
513,FORD,Transit,Белый,2003
514,KIA,,Белый,2011
515,CHEVROLET,,Белый,2012
516,ВАЗ,Жигули  ВАЗ-2104 модификации,Синий,2002
517,CHEVROLET,,Белый,2011
518,MERCEDES,GL,Черный,2014
519,YAMAHA,,Серый,1994
520,MERCEDES,C-класс,Черный,2008
521,CHEVROLET,Cruze,Белый,2013
522,HYUNDAI,Tucson,Зеленый,2007
523,SUZUKI,Grand Vitara,Серый,2011
524,TOYOTA,Corolla,Иные цвета,1996
525,NISSAN,Juke,Белый,2013
526,NISSAN,Juke,Серый,2011
527,KIA,Rio,Красный,2016
528,CHEVROLET,,Зеленый,2011
529,VOLKSWAGEN,Caddy,Синий,2008
530,KAWASAKI,,Черный,2011
531,LEXUS,GX,Черный,2010
532,TOYOTA,RAV 4,Серый,2004
533,KIA,Rio,Черный,2015
534,MERCEDES,E-класс,Черный,2014
535,KIA,Rio,Черный,2014
536,OPEL,,Серый,2008
537,ВАЗ,"ВАЗ 2111, 21110 (универсал), 21113, 21114",Серый,2004
538,AUDI,А6,Иные цвета,2006
539,TOYOTA,Highlander,Серый,2014
540,GAS GAS,,Синий,1998
541,TOYOTA,Corolla,Серый,2007
542,MAN,TGA,Белый,2008
543,OPEL,Astra,Иные цвета,2008
544,SKODA,,Белый,2012
545,HONDA,Civic,Иные цвета,2010
546,MITSUBISHI,Lancer,Синий,2008
547,DAEWOO,Nexia,Иные цвета,2003
548,CHEVROLET,,Белый,2012
549,HYUNDAI,,Серый,2014
550,SKODA,Octavia,Черный,2008
551,ВАЗ,"Жигули  ВАЗ-2108, 09 и модификации",Иные цвета,2003
552,BMW,1er,Белый,2012
553,RENAULT,Logan,Белый,2014
554,BMW,7er,Белый,2013
555,VOLKSWAGEN,,Коричневый,2012
556,ГАЗ,2752  Соболь  и модификации,Белый,2000
557,MITSUBISHI,Outlander,Черный,2012
558,ВАЗ,Жигули  ВАЗ-2107 модификации,Синий,2003
559,MERCEDES,ML,Красный,2014
560,ГАЗ,"2705  Газель , 27057 и модификации",Серый,2013
561,BMW,,Белый,2015
562,OPEL,Corsa,Белый,2012
563,SUZUKI,Grand Vitara,Серый,2011
564,Мотоцикл,,Красный,2012
565,SKODA,Superb,Красный,2014
566,MERCEDES,C-класс,Серый,2015
567,MITSUBISHI,L-series,Серый,2013
568,DAEWOO,Matiz,Синий,2007
569,LAND ROVER,Discovery,Черный,2015
570,HYUNDAI,Sonata,Коричневый,2014
571,MAN,TGA,Красный,1991
572,ВАЗ,ВАЗ 2114 и модификации,Красный,2005
573,FORD,Focus,Иные цвета,2012
574,FORD,Focus,Черный,2012
575,BMW,X5,Черный,2011
576,VOLVO,XC90,Черный,2008
577,MITSUBISHI,Lancer,Серый,2007
578,VOLKSWAGEN,Polo,Белый,2013
579,ВАЗ,Жигули  ВАЗ-2107 модификации,Красный,2006
580,NISSAN,X-Trail,Иные цвета,2010
581,INFINITI,QX56,Белый,2013
582,BMW,X5,Белый,2013
583,RENAULT,Logan,Белый,2013
584,HONDA,Pilot,Черный,2012
585,ВАЗ,ВАЗ 2114 и модификации,Зеленый,2009
586,ЗИЛ,45065,Зеленый,1988
587,VOLKSWAGEN,Golf,Черный,2000
588,BMW,R 80,Белый,2016
589,FORD,,Серый,2010
590,RENAULT,,Черный,2014
591,SKODA,Octavia,Желтый,2013
592,FORD,Focus,Фиолетовый,2010
593,NISSAN,Almera,Серый,2007
594,HYUNDAI,,Черный,2013
595,MERCEDES,,Коричневый,2014
596,FORD,,Белый,1995
597,HONDA,CR-V,Серый,2001
598,FORD,Fusion,Иные цвета,2008
599,CHEVROLET,,Синий,2012
600,VOLVO,C30,Красный,2007
601,ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",Иные цвета,2003
602,BMW,,Серый,2002
603,SKODA,Fabia,Иные цвета,1996
604,MERCEDES,Vario,Черный,2012
605,SUZUKI,,Черный,2014
606,ВАЗ,Largus (Ларгус),Серый,2016
607,AUDI,Q3,Серый,2014
608,HYUNDAI,,Белый,2008
609,HYUNDAI,Getz,Иные цвета,2008
610,КАМАЗ,6520,Красный,2017
611,ВАЗ,Kalina,Черный,2010
612,NISSAN,Juke,Белый,2011
613,ВАЗ,Жигули  ВАЗ-2105 модификации,Фиолетовый,1997
614,FORD,Focus,Черный,2008
615,KAWASAKI,,Зеленый,2012
616,MAN,,Белый,1980
617,CHEVROLET,Aveo,Черный,2012
618,FORD,Focus,Красный,2013
619,HYUNDAI,"Elantra (Lantra, Avante)",Синий,2004
620,NISSAN,Pathfinder,Серый,2012
621,FOTON,,Красный,2012
622,MAZDA,CX-7,Черный,2011
623,SKODA,Yeti,Красный,2013
624,HARLEY-DAVIDSON,FLHTC,Синий,2014
625,NISSAN,Almera,Серый,2014
626,MERCEDES,ML,Белый,2007
627,BMW,,Черный,2012
628,HYUNDAI,i40,Белый,2013
629,ISUZU,,Белый,1996
630,SUZUKI,Grand Vitara,Серый,2007
631,FORD,Fusion,Серый,2009
632,KIA,Sportage,Черный,2012
633,KIA,Sportage,Серый,2012
634,TOYOTA,Highlander,Серый,2002
635,КАМАЗ,4741,Оранжевый,2008
636,VOLKSWAGEN,Touareg,Черный,2005
637,HYUNDAI,Solaris,Желтый,2013
638,HONDA,CBR,Красный,2005
639,MERCEDES,S-класс,Черный,2014
640,LEXUS,LS,Черный,2015
641,ВАЗ,Жигули  ВАЗ-2107 модификации,Иные цвета,2007
642,RENAULT,Duster,Черный,2012
643,ВАЗ,"Жигули  ВАЗ-2108, 09 и модификации",Красный,2001
644,HONDA,Accord,Серый,2011
645,SUZUKI,Liana,Коричневый,2005
646,VOLKSWAGEN,Multivan,Черный,2011
647,TOYOTA,Land Cruiser,Черный,2005
648,MITSUBISHI,Outlander,Не заполнено,2010
649,ВАЗ,Granta (Гранта),Синий,2014
650,ЛИАЗ,5292,Белый,2012
651,SUZUKI,Liana,Иные цвета,2011
652,TOYOTA,Land Cruiser,Черный,2014
653,HONDA,,Черный,2005
654,NISSAN,Almera,Белый,2015
655,NISSAN,Terrano,Черный,2014
656,МАЗ,6517,Белый,2012
657,HONDA,Accord,Серый,2005
658,DAEWOO,Nexia,Красный,2012
659,PEUGEOT,107,Черный,2011
660,MERCEDES,G-класс,Черный,2013
661,MERCEDES,,Белый,2013
662,HYUNDAI,Solaris,Желтый,2015
663,HYUNDAI,Accent,Серый,2007
664,MERCEDES,GL,Белый,2011
665,AUDI,А5,Черный,2009
666,ВАЗ,ВАЗ 2112 и модификации,Иные цвета,2003
