40,Пешеход,,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),,19
41,Водитель,11,Не пострадал,мужчина,Нет (не скрывался),31,20
42,Пешеход,,"Скончался на месте ДТП по прибытию скорой медицинской помощи, но до транспортировки в медицинское учреждение",мужчина,Нет (не скрывался),,20
43,Водитель,20,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),32,21
44,Водитель,2,Не пострадал,мужчина,Нет (не скрывался),33,21
45,Водитель,15,Не пострадал,женщина,Нет (не скрывался),34,22
46,Пешеход,,"Раненый, находящийся (находившийся) на стационарном лечении",женщина,Нет (не скрывался),,22
47,Водитель,21,Не пострадал,мужчина,Нет (не скрывался),35,23
48,Водитель,12,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",женщина,Нет (не скрывался),36,23
49,Водитель,22,Не пострадал,мужчина,Нет (не скрывался),37,24
50,Водитель,4,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),38,24
51,Водитель,7,"Раненый, находящийся (находившийся) на стационарном лечении",женщина,Нет (не скрывался),39,25
52,Водитель,11,Не пострадал,женщина,Нет (не скрывался),40,25
53,Пассажир,,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",женщина,Нет (не скрывался),41,26
54,Водитель,28,Не пострадал,мужчина,Нет (не скрывался),41,26
55,Водитель,14,"Раненый, находящийся (находившийся) на стационарном лечении",мужчина,Нет (не скрывался),42,26
56,Водитель,23,Не пострадал,мужчина,Нет (не скрывался),43,27
217,Водитель,15,Не пострадал,мужчина,Нет (не скрывался),164,87
218,Пассажир,,"Раненый, находящийся (находившийся) на стационарном лечении",женщина,Нет (не скрывался),165,87
57,Пешеход,,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),,27
58,Водитель,8,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),44,28
59,Пассажир,,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),44,28
60,Водитель,4,Не пострадал,,Нет (не скрывался),45,28
61,Водитель,11,Не пострадал,женщина,Нет (не скрывался),46,29
62,Пешеход,,"Раненый, находящийся (находившийся) на стационарном лечении",женщина,Нет (не скрывался),,29
63,Водитель,12,"Раненый, находящийся (находившийся) на стационарном лечении",мужчина,Нет (не скрывался),47,30
64,Водитель,25,"Раненый, находящийся (находившийся) на стационарном лечении",мужчина,Нет (не скрывался),48,30
65,Пассажир,,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",женщина,Нет (не скрывался),49,31
66,Водитель,17,Не пострадал,мужчина,Нет (не скрывался),49,31
67,Водитель,5,Не пострадал,мужчина,Нет (не скрывался),50,31
68,Водитель,11,Не пострадал,мужчина,Нет (не скрывался),51,31
69,Водитель,14,Не пострадал,мужчина,Нет (не скрывался),52,32
70,Пассажир,,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),53,32
71,Водитель,25,Не пострадал,мужчина,Нет (не скрывался),53,32
72,Водитель,35,"Раненый, находящийся (находившийся) на стационарном лечении",женщина,Нет (не скрывался),54,33
73,Водитель,13,Не пострадал,мужчина,Нет (не скрывался),55,33
74,Водитель,21,Не пострадал,мужчина,Нет (не скрывался),56,33
75,Водитель,10,Не пострадал,мужчина,Нет (не скрывался),57,34
76,Пешеход,,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),,34
77,Водитель,18,Не пострадал,мужчина,Нет (не скрывался),58,35
78,Пешеход,,Скончался в течение 1 суток,женщина,Нет (не скрывался),,35
79,Водитель,19,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),59,36
80,Водитель,14,Не пострадал,мужчина,Нет (не скрывался),60,36
81,Велосипедист,,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",женщина,Нет (не скрывался),61,37
82,Водитель,6,Не пострадал,мужчина,Нет (не скрывался),62,37
83,Пассажир,,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),63,38
84,Пассажир,,"Получил травмы с оказанием разовой медицинской помощи, к категории раненый не относится",мужчина,Нет (не скрывался),63,38
85,Водитель,26,Не пострадал,мужчина,Нет (не скрывался),63,38
219,Пассажир,,"Раненый, находящийся (находившийся) на стационарном лечении",мужчина,Нет (не скрывался),165,87
220,Пассажир,,"Раненый, находящийся (находившийся) на стационарном лечении",женщина,Нет (не скрывался),165,87
86,Пассажир,,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",женщина,Нет (не скрывался),63,38
87,Водитель,20,Не пострадал,мужчина,Нет (не скрывался),64,39
88,"Пешеход, перед ДТП находившийся в (на) ТС в качестве водителя или пешеход, перед ДТП находившийся в (на) ТС в качестве пассажира",,"Раненый, находящийся (находившийся) на стационарном лечении",мужчина,Нет (не скрывался),,39
89,Водитель,12,Не пострадал,мужчина,Нет (не скрывался),65,40
90,Пешеход,,"Раненый, находящийся (находившийся) на стационарном лечении",мужчина,Нет (не скрывался),,40
91,Водитель,22,Не пострадал,мужчина,Нет (не скрывался),66,41
92,Водитель,20,Не пострадал,мужчина,Нет (не скрывался),67,41
93,Пассажир,,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",женщина,Нет (не скрывался),67,41
94,Водитель,19,Не пострадал,мужчина,Нет (не скрывался),68,42
95,Водитель,12,Не пострадал,мужчина,Нет (не скрывался),69,42
96,Пассажир,,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),69,42
97,Водитель,95,Не пострадал,мужчина,Нет (не скрывался),70,43
98,Водитель,10,"Раненый, находящийся (находившийся) на стационарном лечении",мужчина,Нет (не скрывался),71,43
99,Пассажир,,"Раненый, находящийся (находившийся) на стационарном лечении",женщина,Нет (не скрывался),71,43
100,Водитель,3,Не пострадал,женщина,Нет (не скрывался),72,44
101,Водитель,13,Не пострадал,мужчина,Нет (не скрывался),73,44
102,Пассажир,,"Раненый, находящийся (находившийся) на стационарном лечении",женщина,Нет (не скрывался),74,44
103,Водитель,14,Не пострадал,мужчина,Нет (не скрывался),74,44
104,Водитель,40,Не пострадал,мужчина,Нет (не скрывался),75,45
105,Водитель,7,"Раненый, находящийся (находившийся) на стационарном лечении",мужчина,Нет (не скрывался),76,45
106,Водитель,9,Не пострадал,мужчина,Нет (не скрывался),77,45
107,Водитель,30,Не пострадал,мужчина,Нет (не скрывался),78,46
108,Водитель,10,Не пострадал,мужчина,Нет (не скрывался),79,46
109,Водитель,20,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),80,46
110,Пешеход,,Скончался на месте ДТП до приезда скорой медицинской помощи,мужчина,Нет (не скрывался),,46
111,Водитель,28,Не пострадал,мужчина,Нет (не скрывался),81,47
112,Пассажир,,"Раненый, находящийся (находившийся) на стационарном лечении",женщина,Нет (не скрывался),81,47
113,Пассажир,,"Раненый, находящийся (находившийся) на стационарном лечении",женщина,Нет (не скрывался),82,48
114,Водитель,4,Не пострадал,мужчина,Нет (не скрывался),82,48
115,Водитель,8,Не пострадал,мужчина,Нет (не скрывался),83,48
116,Водитель,21,"Раненый, находящийся (находившийся) на стационарном лечении",мужчина,Нет (не скрывался),84,49
117,Водитель,2,Не пострадал,мужчина,Нет (не скрывался),85,49
118,Водитель,19,Не пострадал,мужчина,Нет (не скрывался),86,50
119,Водитель,6,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),87,50
120,Водитель,17,Не пострадал,мужчина,Нет (не скрывался),88,51
121,Водитель,6,Не пострадал,мужчина,Нет (не скрывался),89,51
221,Пассажир,,"Раненый, находящийся (находившийся) на стационарном лечении",женщина,Нет (не скрывался),165,87
122,Пассажир,,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",женщина,Нет (не скрывался),89,51
123,Водитель,31,Не пострадал,мужчина,Нет (не скрывался),90,51
124,Водитель,0,Не пострадал,мужчина,Нет (не скрывался),91,52
125,Пешеход,,Скончался на месте ДТП до приезда скорой медицинской помощи,мужчина,Нет (не скрывался),,52
126,Водитель,10,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),92,53
127,Водитель,18,Не пострадал,мужчина,Нет (не скрывался),93,53
128,Водитель,49,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),94,53
129,Водитель,29,Не пострадал,мужчина,Нет (не скрывался),95,53
130,Водитель,28,Не пострадал,мужчина,Нет (не скрывался),96,53
131,Водитель,6,Не пострадал,мужчина,Нет (не скрывался),97,54
132,Пассажир,,"Раненый, находящийся (находившийся) на стационарном лечении",женщина,Нет (не скрывался),97,54
133,Пассажир,,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",,Нет (не скрывался),98,54
134,Водитель,10,Не пострадал,мужчина,Нет (не скрывался),98,54
135,Водитель,5,Не пострадал,мужчина,Нет (не скрывался),99,55
136,Пассажир,,"Раненый, находящийся (находившийся) на стационарном лечении",женщина,Нет (не скрывался),99,55
137,Водитель,28,Не пострадал,мужчина,Нет (не скрывался),100,55
138,Водитель,3,Не пострадал,мужчина,Нет (не скрывался),101,56
139,Водитель,2,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",женщина,Нет (не скрывался),102,56
140,Водитель,8,Не пострадал,мужчина,Нет (не скрывался),103,56
141,Водитель,10,Не пострадал,мужчина,Нет (не скрывался),104,57
142,Пешеход,,Скончался на месте ДТП до приезда скорой медицинской помощи,женщина,Нет (не скрывался),,57
143,Водитель,6,Не пострадал,мужчина,Нет (не скрывался),105,58
144,Пешеход,,"Раненый, находящийся (находившийся) на стационарном лечении",мужчина,Нет (не скрывался),,58
145,Водитель,24,Не пострадал,мужчина,Нет (не скрывался),106,59
146,Пассажир,,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),106,59
147,Водитель,0,Не пострадал,мужчина,Нет (не скрывался),107,59
148,Пассажир,,"Раненый, находящийся (находившийся) на стационарном лечении",женщина,Нет (не скрывался),108,60
149,Водитель,9,Не пострадал,мужчина,Нет (не скрывался),108,60
150,Водитель,13,"Раненый, находящийся (находившийся) на стационарном лечении",мужчина,Нет (не скрывался),109,60
151,Водитель,5,Скончался на месте ДТП до приезда скорой медицинской помощи,мужчина,Нет (не скрывался),110,61
152,Водитель,54,Не пострадал,мужчина,Нет (не скрывался),111,61
153,Водитель,3,Не пострадал,мужчина,Нет (не скрывался),112,62
154,Пассажир,,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",женщина,Нет (не скрывался),112,62
222,Водитель,15,Не пострадал,мужчина,Нет (не скрывался),165,87
223,Пассажир,,"Раненый, находящийся (находившийся) на стационарном лечении",мужчина,Нет (не скрывался),165,87
155,Пассажир,,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",женщина,Нет (не скрывался),113,62
156,Водитель,17,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),113,62
157,Водитель,95,Не пострадал,мужчина,Нет (не скрывался),114,63
158,Пассажир,,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",женщина,Нет (не скрывался),114,63
159,Водитель,24,Не пострадал,мужчина,Нет (не скрывался),115,63
160,Пассажир,,"Раненый, находящийся (находившийся) на стационарном лечении",мужчина,Нет (не скрывался),116,64
161,Водитель,47,"Раненый, находящийся (находившийся) на стационарном лечении",мужчина,Нет (не скрывался),116,64
162,Водитель,4,Не пострадал,женщина,Нет (не скрывался),117,65
163,Водитель,11,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",женщина,Нет (не скрывался),118,65
164,Водитель,19,"Раненый, находящийся (находившийся) на стационарном лечении",мужчина,Нет (не скрывался),119,66
165,Водитель,21,Не пострадал,мужчина,Нет (не скрывался),120,66
166,Водитель,19,Не пострадал,мужчина,Нет (не скрывался),121,66
167,Водитель,19,Не пострадал,мужчина,Нет (не скрывался),122,67
168,Водитель,95,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),123,67
169,Водитель,16,Не пострадал,мужчина,Нет (не скрывался),124,68
170,Пассажир,,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",женщина,Нет (не скрывался),125,68
171,Водитель,26,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),125,68
172,Водитель,5,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),126,69
173,Водитель,21,Не пострадал,мужчина,"Скрылся, впоследствии разыскан (установлен)",127,70
174,Водитель,18,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),128,70
175,Водитель,13,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),129,71
176,Водитель,4,Не пострадал,мужчина,Нет (не скрывался),130,71
177,Водитель,17,Не пострадал,женщина,Нет (не скрывался),131,72
178,Пассажир,,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",женщина,Нет (не скрывался),132,72
179,Водитель,12,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",женщина,Нет (не скрывался),132,72
180,Водитель,15,Не пострадал,мужчина,Нет (не скрывался),133,73
181,Пассажир,,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",женщина,Нет (не скрывался),133,73
182,Водитель,20,Не пострадал,мужчина,Нет (не скрывался),134,73
183,Водитель,0,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",женщина,Нет (не скрывался),135,74
184,Водитель,28,Не пострадал,мужчина,Нет (не скрывался),136,74
185,Водитель,17,Не пострадал,женщина,Нет (не скрывался),137,75
186,Водитель,39,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),138,75
187,Водитель,8,Не пострадал,мужчина,Нет (не скрывался),139,76
188,Водитель,13,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",мужчина,Нет (не скрывался),140,76
189,Водитель,24,Не пострадал,мужчина,Нет (не скрывался),141,77
190,Пассажир,,"Раненый, находящийся (находившийся) на стационарном лечении",женщина,Нет (не скрывался),142,77
191,Водитель,11,Не пострадал,женщина,Нет (не скрывался),142,77
192,Водитель,3,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",женщина,Нет (не скрывался),143,78
193,Водитель,5,Не пострадал,мужчина,Нет (не скрывался),144,79
194,Водитель,27,"Раненый, находящийся (находившийся) на стационарном лечении",мужчина,Нет (не скрывался),145,79
